rank,image_id,source,label,logit
56,progan/chair/1_fake/19497.png,progan,1,2.45175072723689
57,progan/motorbike/1_fake/08411.png,progan,1,2.4487693280296594
58,whichfaceisreal/1_fake/image-2019-02-17_023919.jpeg,whichfaceisreal,1,2.447778502452226
59,gaugan/1_fake/000000195918.png,gaugan,1,2.446023716593404
60,biggan/1_fake/00160173.png,biggan,1,2.4398584422412224
61,progan/cat/1_fake/01557.png,progan,1,2.4379529790173717
62,cyclegan/winter/1_fake/2011-07-12 17:33:01_fake.png,cyclegan,1,2.437523924668024
63,ldm_200/1_fake/aadlygmazf.png,ldm_200,1,2.4362498396342365
64,progan/chair/1_fake/00305.png,progan,1,2.436149067983692
65,biggan/1_fake/00145890.png,biggan,1,2.435063313271507
66,gaugan/1_fake/000000335450.png,gaugan,1,2.4343459044572198
67,gaugan/1_fake/000000048924.png,gaugan,1,2.433972938766955
68,progan/tvmonitor/1_fake/16108.png,progan,1,2.433908530568007
69,gaugan/1_fake/000000286523.png,gaugan,1,2.433884095030612
70,progan/cat/1_fake/15766.png,progan,1,2.4300221925998398
71,progan/person/1_fake/00834.png,progan,1,2.4276963212184257
72,stylegan/cat/1_fake/084935.png,stylegan,1,2.427326032645962
73,gaugan/1_fake/000000153527.png,gaugan,1,2.416928987734096
74,gaugan/1_fake/000000133778.png,gaugan,1,2.415887461803582
75,progan/bottle/1_fake/10558.png,progan,1,2.4155740334146305
76,progan/airplane/1_fake/02313.png,progan,1,2.4066092368950573
77,progan/chair/1_fake/10105.png,progan,1,2.4060189225250226
78,gaugan/1_fake/000000445999.png,gaugan,1,2.4007070503595385
79,gaugan/1_fake/000000516173.png,gaugan,1,2.399824610679356
80,gaugan/1_fake/000000157124.png,gaugan,1,2.3995407891989444
81,progan/bottle/1_fake/06142.png,progan,1,2.398490245408764
82,gaugan/1_fake/000000481413.png,gaugan,1,2.396994456500048
83,progan/car/1_fake/07013.png,progan,1,2.3964561148523997
84,progan/bicycle/1_fake/17399.png,progan,1,2.394560770851034
85,progan/tvmonitor/1_fake/11975.png,progan,1,2.393924446867735
86,gaugan/1_fake/000000026941.png,gaugan,1,2.393493882363189
87,gaugan/1_fake/000000353180.png,gaugan,1,2.392777054164911
88,gaugan/1_fake/000000085682.png,gaugan,1,2.387257231010892
89,gaugan/1_fake/000000258911.png,gaugan,1,2.3865541306732574
90,progan/motorbike/1_fake/04656.png,progan,1,2.3826593665396536
91,progan/chair/1_fake/19776.png,progan,1,2.3795510235598467
92,progan/car/1_fake/16219.png,progan,1,2.3780868286855377
93,gaugan/1_fake/000000577959.png,gaugan,1,2.376989655237441
94,progan/dog/1_fake/03505.png,progan,1,2.376620912555687
95,gaugan/1_fake/000000329614.png,gaugan,1,2.3751631675264577
96,gaugan/1_fake/000000494759.png,gaugan,1,2.372802759604084
97,progan/person/1_fake/16329.png,progan,1,2.3707489293696176
98,cyclegan/summer/1_fake/2011-07-06 14:48:30_fake.png,cyclegan,1,2.367062926493982
99,gaugan/1_fake/000000172595.png,gaugan,1,2.3664175443807247
100,gaugan/1_fake/000000264968.png,gaugan,1,2.3601019376674537
101,gaugan/1_fake/000000434297.png,gaugan,1,2.35999234135412
102,gaugan/1_fake/000000097679.png,gaugan,1,2.357857375057037
103,gaugan/1_fake/000000340894.png,gaugan,1,2.3577355962743933
104,gaugan/1_fake/000000480985.png,gaugan,1,2.356709097285582
105,progan/sheep/1_fake/11801.png,progan,1,2.356258091993051
106,biggan/1_fake/00454753.png,biggan,1,2.355307590952118
107,gaugan/1_fake/000000537802.png,gaugan,1,2.351942510027908
108,gaugan/1_fake/000000273711.png,gaugan,1,2.351714749965839
109,progan/chair/1_fake/15766.png,progan,1,2.349601279276444
110,biggan/1_fake/00332129.png,biggan,1,2.3489894775208224
111,gaugan/1_fake/000000515445.png,gaugan,1,2.347359600636681
112,gaugan/1_fake/000000212166.png,gaugan,1,2.345758493401017
113,progan/sheep/1_fake/15599.png,progan,1,2.344382996855056
114,imle/1_fake/00105295.png,imle,1,2.342707033092509
115,progan/horse/1_fake/16996.png,progan,1,2.3423863480812868
116,dalle/1_fake/newahshtuc.png,dalle,1,2.3423372224827936
117,biggan/1_fake/00028147.png,biggan,1,2.340495539043269
118,stylegan/car/1_fake/007462.png,stylegan,1,2.3364894842780224
119,gaugan/1_fake/000000259854.png,gaugan,1,2.335722180242525
120,progan/bus/1_fake/15994.png,progan,1,2.3281149378832438
121,gaugan/1_fake/000000356531.png,gaugan,1,2.3278738990401067
122,progan/chair/1_fake/12901.png,progan,1,2.325145031667176
123,gaugan/1_fake/000000015335.png,gaugan,1,2.324386855490353
124,gaugan/1_fake/000000273132.png,gaugan,1,2.3229634599893862
125,gaugan/1_fake/000000170595.png,gaugan,1,2.3225854287654624
126,gaugan/1_fake/000000279541.png,gaugan,1,2.3199093940423907
127,gaugan/1_fake/000000283318.png,gaugan,1,2.316752285602719
128,progan/bird/1_fake/07543.png,progan,1,2.31651911322629
129,progan/horse/1_fake/13026.png,progan,1,2.3152602515337675
130,gaugan/1_fake/000000380913.png,gaugan,1,2.315199770419658
131,progan/train/1_fake/18857.png,progan,1,2.3141549863403945
132,gaugan/1_fake/000000296317.png,gaugan,1,2.3131225278267973
133,biggan/1_fake/00345668.png,biggan,1,2.3106176723085694
134,progan/bird/1_fake/02135.png,progan,1,2.309744426567347
135,progan/chair/1_fake/17680.png,progan,1,2.308511335342728
136,imle/1_fake/00102723.png,imle,1,2.305364517152659
137,stylegan/cat/1_fake/084338.png,stylegan,1,2.300504946993795
138,gaugan/1_fake/000000453584.png,gaugan,1,2.2973098268606966
139,whichfaceisreal/1_fake/image-2019-02-17_015940.jpeg,whichfaceisreal,1,2.2968478619593498
140,progan/sofa/1_fake/11336.png,progan,1,2.2963069575687385
141,stargan/1_fake/1651.png,stargan,1,2.296262218401012
142,biggan/1_fake/00304208.png,biggan,1,2.2959833513067878
143,progan/person/1_fake/12749.png,progan,1,2.291132018563752
144,imle/1_fake/00103214.png,imle,1,2.2908275859980827
145,progan/bus/1_fake/15105.png,progan,1,2.2907290399182774
146,biggan/1_fake/00488915.png,biggan,1,2.290698933300629
147,progan/chair/1_fake/05339.png,progan,1,2.289765150220992
148,gaugan/1_fake/000000395701.png,gaugan,1,2.286720593777436
149,progan/cat/1_fake/05560.png,progan,1,2.286536925118278
150,progan/bus/1_fake/05961.png,progan,1,2.284529148842785
151,gaugan/1_fake/000000112997.png,gaugan,1,2.284466518970188
152,progan/sheep/1_fake/00305.png,progan,1,2.28348677959539
153,cyclegan/zebra/1_fake/n02381460_3040_fake.png,cyclegan,1,2.282263185075057
154,ldm_100/1_fake/fvfgzexjcm.png,ldm_100,1,2.282177939678297
155,biggan/1_fake/00124671.png,biggan,1,2.281992680197357
156,biggan/1_fake/00239909.png,biggan,1,2.281379940466651
157,progan/person/1_fake/08556.png,progan,1,2.279637211579875
158,gaugan/1_fake/000000192047.png,gaugan,1,2.278667980380309
159,stylegan/cat/1_fake/075017.png,stylegan,1,2.2778344852284045
160,gaugan/1_fake/000000475572.png,gaugan,1,2.277778304298827
161,progan/horse/1_fake/03032.png,progan,1,2.277754307241716
162,progan/diningtable/1_fake/15465.png,progan,1,2.2771980997400663
163,gaugan/1_fake/000000367386.png,gaugan,1,2.276594101791396
164,biggan/1_fake/00171146.png,biggan,1,2.2744882336690697
165,gaugan/1_fake/000000404601.png,gaugan,1,2.2694978229193468
166,imle/1_fake/00105315.png,imle,1,2.269318771814179
167,imle/1_fake/00102072.png,imle,1,2.2682980888213
168,imle/1_fake/00101222.png,imle,1,2.2674378284190597
169,progan/bottle/1_fake/03986.png,progan,1,2.2673610654624885
170,gaugan/1_fake/000000208208.png,gaugan,1,2.263989005922264
171,gaugan/1_fake/000000411754.png,gaugan,1,2.2519269819838827
172,ldm_100/1_fake/hkjmvhgmso.png,ldm_100,1,2.250777504626124
173,gaugan/1_fake/000000078748.png,gaugan,1,2.2504093610049427
174,gaugan/1_fake/000000298994.png,gaugan,1,2.248332912213478
175,progan/motorbike/1_fake/06154.png,progan,1,2.247322535924692
176,progan/diningtable/1_fake/02135.png,progan,1,2.246318959088094
177,progan/person/1_fake/17882.png,progan,1,2.245029038726923
178,stylegan/cat/1_fake/077764.png,stylegan,1,2.24381385589907
179,progan/sheep/1_fake/00049.png,progan,1,2.2436842005525257
180,cyclegan/summer/1_fake/2015-12-31 17:23:30_fake.png,cyclegan,1,2.241901114101744
181,gaugan/1_fake/000000047801.png,gaugan,1,2.2413496453055366
182,gaugan/1_fake/000000552371.png,gaugan,1,2.241293955836648
183,gaugan/1_fake/000000166166.png,gaugan,1,2.240912663461068
184,imle/1_fake/00101843.png,imle,1,2.240629625808808
185,gaugan/1_fake/000000426253.png,gaugan,1,2.237730737561968
186,gaugan/1_fake/000000180751.png,gaugan,1,2.2365550932585734
187,gaugan/1_fake/000000375015.png,gaugan,1,2.235716166031211
188,progan/bus/1_fake/10492.png,progan,1,2.2339294051802536
189,gaugan/1_fake/000000092177.png,gaugan,1,2.232313551083059
190,progan/bird/1_fake/06462.png,progan,1,2.2296439729437894
191,gaugan/1_fake/000000155145.png,gaugan,1,2.2288754213970057
192,stylegan/car/1_fake/088094.png,stylegan,1,2.228817724326446
193,imle/1_fake/00101638.png,imle,1,2.226897429063412
194,progan/pottedplant/1_fake/13527.png,progan,1,2.2255522335921376
195,progan/cow/1_fake/05450.png,progan,1,2.224827118960782
196,stylegan2/car/1_fake/001565.png,stylegan2,1,2.2197315066381598
197,progan/sofa/1_fake/16670.png,progan,1,2.2186984356377626
198,progan/pottedplant/1_fake/07413.png,progan,1,2.217312221199946
199,gaugan/1_fake/000000213816.png,gaugan,1,2.2160663275545014
200,gaugan/1_fake/000000369812.png,gaugan,1,2.2154825172043617
201,imle/1_fake/00106096.png,imle,1,2.2147161152731125
202,progan/horse/1_fake/02909.png,progan,1,2.21418055153649
203,progan/chair/1_fake/18724.png,progan,1,2.213186955473093
204,gaugan/1_fake/000000492968.png,gaugan,1,2.212947480710477
205,glide_100_27/1_fake/rxsgddveyy.png,glide_100_27,1,2.21263216004367
206,gaugan/1_fake/000000193884.png,gaugan,1,2.212383011476228
207,stylegan/car/1_fake/095580.png,stylegan,1,2.210178468821087
208,stylegan/cat/1_fake/099544.png,stylegan,1,2.2097651705676284
209,stylegan/car/1_fake/022532.png,stylegan,1,2.209188969054324
210,progan/bicycle/1_fake/10641.png,progan,1,2.2087667201614183
211,progan/sofa/1_fake/10105.png,progan,1,2.206933865497
212,progan/dog/1_fake/10105.png,progan,1,2.20530580026636
213,gaugan/1_fake/000000563758.png,gaugan,1,2.204712911058297
214,cyclegan/zebra/1_fake/n02381460_3120_fake.png,cyclegan,1,2.204156429494453
215,progan/person/1_fake/04656.png,progan,1,2.2032201874043214
216,progan/sofa/1_fake/17882.png,progan,1,2.202783231035801
217,gaugan/1_fake/000000480275.png,gaugan,1,2.202207603345677
218,stylegan2/horse/1_fake/000745.png,stylegan2,1,2.200865187964661
219,imle/1_fake/00105637.png,imle,1,2.200596500804508
220,gaugan/1_fake/000000224093.png,gaugan,1,2.200550290987384
221,stylegan/cat/1_fake/084173.png,stylegan,1,2.19784200069959
222,gaugan/1_fake/000000160728.png,gaugan,1,2.196838492075329
223,progan/pottedplant/1_fake/08243.png,progan,1,2.1893186920630945
224,gaugan/1_fake/000000084477.png,gaugan,1,2.187813086496272
225,gaugan/1_fake/000000281693.png,gaugan,1,2.185791922153789
226,progan/airplane/1_fake/07552.png,progan,1,2.1856068769369883
227,progan/person/1_fake/09428.png,progan,1,2.18412420619295
228,gaugan/1_fake/000000439994.png,gaugan,1,2.1811699909353988
229,progan/horse/1_fake/17289.png,progan,1,2.179485796944343
230,gaugan/1_fake/000000293804.png,gaugan,1,2.1787345429269376
231,gaugan/1_fake/000000098261.png,gaugan,1,2.1786539265409184
232,gaugan/1_fake/000000273760.png,gaugan,1,2.176985683459441
233,biggan/1_fake/00434266.png,biggan,1,2.1740103596680056
234,progan/pottedplant/1_fake/03634.png,progan,1,2.173449354085079
235,progan/cat/1_fake/03986.png,progan,1,2.172384292029072
236,gaugan/1_fake/000000198915.png,gaugan,1,2.167982361991124
237,progan/diningtable/1_fake/14085.png,progan,1,2.1672443884766617
238,progan/horse/1_fake/17882.png,progan,1,2.1655803721610343
239,cyclegan/summer/1_fake/2011-12-29 09:02:31_fake.png,cyclegan,1,2.1641508194674257
240,progan/horse/1_fake/15599.png,progan,1,2.163734356115328
241,gaugan/1_fake/000000057150.png,gaugan,1,2.1625555769657265
242,progan/airplane/1_fake/05687.png,progan,1,2.1620787353329405
243,gaugan/1_fake/000000488673.png,gaugan,1,2.160718236400708
244,stylegan/cat/1_fake/074203.png,stylegan,1,2.1567130997952697
245,stylegan/cat/1_fake/075335.png,stylegan,1,2.1563344110717746
246,progan/sofa/1_fake/17265.png,progan,1,2.1558433206521124
247,biggan/1_fake/00403214.png,biggan,1,2.1518973892638096
248,gaugan/1_fake/000000515025.png,gaugan,1,2.151032156842257
249,imle/1_fake/00100738.png,imle,1,2.1508141412613044
250,progan/pottedplant/1_fake/18641.png,progan,1,2.148251488236756
251,ldm_200/1_fake/sswokizojd.png,ldm_200,1,2.1449405295921
252,gaugan/1_fake/000000181816.png,gaugan,1,2.1447719810465813
253,gaugan/1_fake/000000006954.png,gaugan,1,2.144240322338732
254,progan/bird/1_fake/17566.png,progan,1,2.1436145631581702
255,gaugan/1_fake/000000008277.png,gaugan,1,2.1435604308720686
256,biggan/1_fake/00145928.png,biggan,1,2.1424535044465496
257,crn/1_fake/100970_output.png,crn,1,2.1407210962361374
258,crn/1_fake/104014_output.png,crn,1,2.140403992520585
259,gaugan/1_fake/000000527750.png,gaugan,1,2.138340821410983
260,stylegan/cat/1_fake/096483.png,stylegan,1,2.1383125199123185
261,cyclegan/apple/1_fake/n07749192_11991_fake.png,cyclegan,1,2.138016066397904
262,progan/chair/1_fake/13761.png,progan,1,2.137469424309102
263,progan/cow/1_fake/03199.png,progan,1,2.137043373872727
264,stargan/1_fake/0041.png,stargan,1,2.1356041128254413
265,ldm_200/1_fake/tycynadkoj.png,ldm_200,1,2.134638520640117
266,gaugan/1_fake/000000071756.png,gaugan,1,2.1315409510949928
267,gaugan/1_fake/000000422998.png,gaugan,1,2.131537836749549
268,progan/chair/1_fake/16394.png,progan,1,2.131398975070082
269,imle/1_fake/00101102.png,imle,1,2.131127791354733
270,progan/sheep/1_fake/16526.png,progan,1,2.129714197660281
271,progan/car/1_fake/02313.png,progan,1,2.1294777580754856
272,progan/sheep/1_fake/08243.png,progan,1,2.129381370946389
273,gaugan/1_fake/000000507975.png,gaugan,1,2.1290960448960483
274,gaugan/1_fake/000000052507.png,gaugan,1,2.124041796627512
275,progan/bird/1_fake/17882.png,progan,1,2.122926802570309
276,progan/dog/1_fake/17399.png,progan,1,2.1226857588600927
277,progan/bird/1_fake/00642.png,progan,1,2.121855123291349
278,stylegan/cat/1_fake/091676.png,stylegan,1,2.121455818032496
279,stylegan/cat/1_fake/085652.png,stylegan,1,2.120846761372257
280,progan/bus/1_fake/02617.png,progan,1,2.120587143986799
281,progan/cow/1_fake/12892.png,progan,1,2.1197669939492
282,progan/car/1_fake/09016.png,progan,1,2.1168556082631724
283,imle/1_fake/00103185.png,imle,1,2.115629004854937
284,cyclegan/winter/1_fake/2011-05-23 17:46:40_fake.png,cyclegan,1,2.1120994834940605
285,biggan/1_fake/00040489.png,biggan,1,2.1114664676524004
286,progan/bus/1_fake/08727.png,progan,1,2.1112676749053807
287,stylegan2/horse/1_fake/000844.png,stylegan2,1,2.1095347806125573
288,imle/1_fake/00101960.png,imle,1,2.106534838746299
289,progan/bird/1_fake/02022.png,progan,1,2.105478333314121
290,cyclegan/summer/1_fake/2017-01-14 08:55:50_fake.png,cyclegan,1,2.102859882943216
291,progan/person/1_fake/06062.png,progan,1,2.100628877962534
292,ldm_200/1_fake/okuolqaypa.png,ldm_200,1,2.0964212874516264
293,imle/1_fake/00101561.png,imle,1,2.093179461448731
294,imle/1_fake/00102334.png,imle,1,2.092069963118281
295,stylegan2/horse/1_fake/001339.png,stylegan2,1,2.09124769525629
296,progan/sheep/1_fake/13761.png,progan,1,2.091017367223277
297,biggan/1_fake/00411015.png,biggan,1,2.0904204471558434
298,gaugan/1_fake/000000550797.png,gaugan,1,2.088271345659069
299,gaugan/1_fake/000000261706.png,gaugan,1,2.0866951884025804
300,imle/1_fake/00100873.png,imle,1,2.084915507944657
301,gaugan/1_fake/000000074058.png,gaugan,1,2.084357434978256
302,progan/bicycle/1_fake/00880.png,progan,1,2.0828468818230923
303,progan/dog/1_fake/09346.png,progan,1,2.082297121245197
304,gaugan/1_fake/000000236690.png,gaugan,1,2.080692478635953
305,cyclegan/winter/1_fake/2011-10-12 01:13:31_fake.png,cyclegan,1,2.0801389762653475
306,imle/1_fake/00102844.png,imle,1,2.080067615244919
307,whichfaceisreal/1_fake/image-2019-02-17_030655.jpeg,whichfaceisreal,1,2.0790518498183514
308,gaugan/1_fake/000000096549.png,gaugan,1,2.078705958273387
309,gaugan/1_fake/000000523807.png,gaugan,1,2.078571293861681
310,imle/1_fake/00101108.png,imle,1,2.0784906862348325
311,progan/bus/1_fake/05830.png,progan,1,2.0782979211820924
312,gaugan/1_fake/000000161397.png,gaugan,1,2.078295199743138
313,progan/diningtable/1_fake/08949.png,progan,1,2.077403192524442
314,imle/1_fake/00100739.png,imle,1,2.076625412552496
315,progan/sofa/1_fake/13281.png,progan,1,2.0759813307360795
316,gaugan/1_fake/000000163562.png,gaugan,1,2.075474450838352
317,biggan/1_fake/00398117.png,biggan,1,2.0722868455131023
318,gaugan/1_fake/000000277197.png,gaugan,1,2.07112036700676
319,gaugan/1_fake/000000035279.png,gaugan,1,2.0708221100546
320,progan/diningtable/1_fake/12307.png,progan,1,2.0690688304317284
321,cyclegan/winter/1_fake/2016-08-01 21:03:01_fake.png,cyclegan,1,2.0685123523938205
322,gaugan/1_fake/000000058655.png,gaugan,1,2.0683699248030605
323,gaugan/1_fake/000000282912.png,gaugan,1,2.064244585422587
324,gaugan/1_fake/000000161875.png,gaugan,1,2.0635101478976354
325,imle/1_fake/00104350.png,imle,1,2.0633612505194963
326,imle/1_fake/00102070.png,imle,1,2.061518527773777
327,progan/diningtable/1_fake/00069.png,progan,1,2.0581177794290166
328,biggan/1_fake/00303445.png,biggan,1,2.05765893477869
329,dalle/1_fake/smdvfqmevj.png,dalle,1,2.05711405901462
330,cyclegan/summer/1_fake/2017-02-19 07:50:41_fake.png,cyclegan,1,2.054505364075333
331,gaugan/1_fake/000000039477.png,gaugan,1,2.054065161875933
332,biggan/1_fake/00016700.png,biggan,1,2.0536567805423163
333,imle/1_fake/00102382.png,imle,1,2.051450043734101
334,progan/motorbike/1_fake/13527.png,progan,1,2.0512041912319736
335,progan/horse/1_fake/12364.png,progan,1,2.050574244764187
336,gaugan/1_fake/000000261732.png,gaugan,1,2.0493759698863334
337,gaugan/1_fake/000000036539.png,gaugan,1,2.04874843350299
338,dalle/1_fake/gbzvqfsaud.png,dalle,1,2.0482220184387243
339,biggan/1_fake/00159499.png,biggan,1,2.0479274141420287
340,whichfaceisreal/1_fake/image-2019-02-17_021634.jpeg,whichfaceisreal,1,2.04699843395599
341,stylegan/car/1_fake/066285.png,stylegan,1,2.046387084164416
342,imle/1_fake/00105788.png,imle,1,2.0460287029702307
343,stylegan/cat/1_fake/084161.png,stylegan,1,2.0459702359674075
344,progan/cow/1_fake/15599.png,progan,1,2.045471449048346
345,gaugan/1_fake/000000011760.png,gaugan,1,2.043248943479723
346,gaugan/1_fake/000000248752.png,gaugan,1,2.043026410735315
347,imle/1_fake/00103361.png,imle,1,2.042712544223299
348,gaugan/1_fake/000000509451.png,gaugan,1,2.042701001966627
349,stylegan/cat/1_fake/071545.png,stylegan,1,2.0421526762704048
350,gaugan/1_fake/000000189828.png,gaugan,1,2.041315394964882
351,gaugan/1_fake/000000218424.png,gaugan,1,2.039886656195022
352,progan/sofa/1_fake/17680.png,progan,1,2.0398400719274425
353,stylegan/cat/1_fake/077853.png,stylegan,1,2.0378802989499607
354,gaugan/1_fake/000000252294.png,gaugan,1,2.037672857653143
355,gaugan/1_fake/000000532690.png,gaugan,1,2.03730945949232
356,biggan/1_fake/00020408.png,biggan,1,2.036140680613636
357,stylegan/cat/1_fake/081759.png,stylegan,1,2.0356820283148807
358,dalle/1_fake/tbganwxklb.png,dalle,1,2.034166315552248
359,stylegan/cat/1_fake/074712.png,stylegan,1,2.0341249299551096
360,gaugan/1_fake/000000079651.png,gaugan,1,2.0329193797131992
361,progan/bird/1_fake/03505.png,progan,1,2.0310638063657787
362,progan/motorbike/1_fake/06559.png,progan,1,2.0305625450939897
363,progan/bottle/1_fake/03505.png,progan,1,2.029755981248628
364,progan/diningtable/1_fake/10378.png,progan,1,2.0293620060336632
365,progan/boat/1_fake/14005.png,progan,1,2.0290512736982094
366,stylegan/cat/1_fake/094371.png,stylegan,1,2.0210719614928907
367,imle/1_fake/00103611.png,imle,1,2.021065298963078
368,imle/1_fake/00103433.png,imle,1,2.020068525065676
369,progan/cat/1_fake/13281.png,progan,1,2.018966612485573
370,imle/1_fake/00104533.png,imle,1,2.018548826948924
371,progan/bird/1_fake/03711.png,progan,1,2.014397835966986
372,gaugan/1_fake/000000393469.png,gaugan,1,2.0136709513659867
373,gaugan/1_fake/000000309938.png,gaugan,1,2.0121036334001943
374,imle/1_fake/00103582.png,imle,1,2.0096899585306143
375,gaugan/1_fake/000000474170.png,gaugan,1,2.0084052033552906
376,progan/train/1_fake/13527.png,progan,1,2.0067173129967784
377,dalle/1_fake/ixykpgtooh.png,dalle,1,2.0052640963769437
378,progan/cat/1_fake/17882.png,progan,1,1.999642798248629
379,dalle/1_fake/yfnrrhachx.png,dalle,1,1.998671157822471
380,stargan/1_fake/0824.png,stargan,1,1.9986027783622209
381,cyclegan/horse/1_fake/n02391049_2290_fake.png,cyclegan,1,1.9965185315566811
382,imle/1_fake/00100204.png,imle,1,1.991494558120261
383,stylegan/cat/1_fake/076864.png,stylegan,1,1.9913627595091865
384,gaugan/1_fake/000000216516.png,gaugan,1,1.9908392481396835
385,gaugan/1_fake/000000182021.png,gaugan,1,1.989388656980458
386,gaugan/1_fake/000000520301.png,gaugan,1,1.9882484044426725
387,crn/1_fake/104231_output.png,crn,1,1.9881874038474023
388,crn/1_fake/105056_output.png,crn,1,1.9875590145954425
389,gaugan/1_fake/000000530624.png,gaugan,1,1.9807487287072012
390,progan/motorbike/1_fake/06062.png,progan,1,1.9800516017473344
391,stylegan/cat/1_fake/092561.png,stylegan,1,1.978469668448421
392,crn/1_fake/102437_output.png,crn,1,1.976745248100777
393,progan/pottedplant/1_fake/04656.png,progan,1,1.97647026920876
394,stylegan2/horse/1_fake/000415.png,stylegan2,1,1.9744214561146516
395,imle/1_fake/00103250.png,imle,1,1.973776814015622
396,cyclegan/winter/1_fake/2015-07-10 14:27:51_fake.png,cyclegan,1,1.9725650221540048
397,progan/chair/1_fake/15909.png,progan,1,1.972465500098714
398,progan/bottle/1_fake/17882.png,progan,1,1.9693136122850652
399,imle/1_fake/00104820.png,imle,1,1.967250997276226
400,stargan/1_fake/0254.png,stargan,1,1.967245978718834
401,gaugan/1_fake/000000503755.png,gaugan,1,1.966966403991424
402,biggan/1_fake/00321760.png,biggan,1,1.9668954495660511
403,crn/1_fake/100795_output.png,crn,1,1.9648637940270943
404,biggan/1_fake/00059302.png,biggan,1,1.9646500544609
405,progan/car/1_fake/17289.png,progan,1,1.964422271999945
406,imle/1_fake/00104089.png,imle,1,1.9631017386031335
407,biggan/1_fake/00277234.png,biggan,1,1.962863630918096
408,cyclegan/winter/1_fake/2016-06-11 16:42:20_fake.png,cyclegan,1,1.9618807232354
409,imle/1_fake/00103713.png,imle,1,1.9616540876478248
410,biggan/1_fake/00255685.png,biggan,1,1.9612428216101756
411,stylegan/car/1_fake/048072.png,stylegan,1,1.960541603567481
412,gaugan/1_fake/000000053624.png,gaugan,1,1.9570194337298623
